,BrandName,Details,Sizes,MRP,SellPrice,Discount,Category
9270,gipsy,womens round neck embroidered top - blue,"Size:Medium,Small",1698,1795,No Discount,Westernwear-Women
9271,dolce crudo,solid notch collar fleece womens casual wear jacket - rust,Size:X-Small,4995,1998,60% off,Westernwear-Women
9272,faballey,printed short sleeves georgette womens regular jumpsuit - black,Size:X-Small,2300,1150,50% off,Westernwear-Women
9273,crimsoune club,womens yellow solid shirt - yellow,Size:Large,1299,1039,20% off,Westernwear-Women
9274,faballey,womens navy floral layered halter top - red,Size:X-Large,1600,800,50% off,Westernwear-Women
9275,gipsy,womens tie up neck printed jumpsuit - black,Size:Large,1698,2795,No Discount,Westernwear-Women
9276,crimsoune club,womens slim fit printed shirt - red,Size:Small,1499,1049,30% off,Westernwear-Women
9277,faballey,womens red stripe embroidered off shoulder top - pink,Size:X-Small,1700,850,50% off,Westernwear-Women
9278,is.u,solid cotton round neck womens top - grey,Size:X-Small,890,445,50% off,Westernwear-Women
9279,is.u,womens white side button knit top - white,"Size:Medium,X-Large,XX-Large",2190,1095,50% off,Westernwear-Women
9280,iti,womens solid grommet top - green,Size:Small,1698,1799,No Discount,Westernwear-Women
9281,campus sutra,printed round neck cotton womens sweatshirt - pink,Size:Small,1698,1699,No Discount,Westernwear-Women
9282,global desi,floral one shoulder viscose rayon womens straight jumpsuit - red,"Size:Large,Medium,Small",2999,1499,50% off,Westernwear-Women
9283,indya,regular fit full length georgette womens festive wear skirt - black,Size:Large,3200,1600,50% off,Westernwear-Women
9284,crimsoune club,printed lyocell collared womens top - black,"Size:Large,X-Large",1399,979,30% off,Westernwear-Women
9285,latin quarters,dyed off shoulder polyester womens regular dress - black,"Size:S,M,X-Small",2399,1199,50% off,Westernwear-Women
9286,109f,womens round neck floral print top - grey,Size:X-Small,1299,519,60% off,Westernwear-Women
9287,faballey,womens black pleated midi skirt - black,"Size:Small,X-Small",2400,1200,50% off,Westernwear-Women
9288,crimsoune club,checks collar neck acrylic womens sweater - green,"Size:Medium,XX-Large",2099,1049,50% off,Westernwear-Women
9289,campus sutra,womens knit regular fit shirt - blue mix light,Size:Large,1698,1399,No Discount,Westernwear-Women
9290,is.u,womens black pussy bow top - black,"Size:Large,Small,X-Small",2190,1095,50% off,Westernwear-Women
9291,dolce crudo,womens cannon ball flared denim pants - navy,Size:26,2549,1274,50% off,Westernwear-Women
9292,dolce crudo,solid fleece and rib round neck womens sweatshirt - maroon,"Size:Small,X-Small",2399,959,60% off,Westernwear-Women
9293,iti,womens ruffle sleeve top - pink,Size:Small,1698,1799,No Discount,Westernwear-Women
9294,latin quarters,solid round neck blended womens a-line dress - rust,Size:XL,2299,1149,50% off,Westernwear-Women
9295,kraus,skinny fit ankle length cotton womens jeans - dark blue,Size:30,1895,1326,30% off,Westernwear-Women
9296,crimsoune club,womens slim fit solid shirt - blue,Size:Large,1599,1119,30% off,Westernwear-Women
9297,faballey,floral off shoulder georgette womens flared dress - white,"Size:Large,X-Large",2250,1125,50% off,Westernwear-Women
9298,latin quarters,printed collar neck polyester womens regular dress - teal,Size:S,1698,2499,No Discount,Westernwear-Women
9299,is.u,solid regular fit polyester womens track pants - grey,Size:Small,2400,1200,50% off,Westernwear-Women
9300,crimsoune club,stripes lyocell collared womens top - green,"Size:Large,Medium,X-Large",1399,979,30% off,Westernwear-Women
9301,iti,womens lace crop top - white,"Size:Large,X-Large",1698,1399,No Discount,Westernwear-Women
9302,faballey,womens blush side tie blouse - pink,Size:Medium,1400,700,50% off,Westernwear-Women
9303,kraus,checks skinny fit rayon nylon womens trousers - black mix,Size:28,1595,797,50% off,Westernwear-Women
9304,faballey,printed cotton blend round neck womens t-shirt - white,Size:Large,1100,550,50% off,Westernwear-Women
9305,latin quarters,solid acrylic high neck womens sweater - natural,"Size:S,L",2499,1249,50% off,Westernwear-Women
9306,rare,sleeveless regular fit womens casual top - natural,"Size:Large,Medium",1399,629,55% off,Westernwear-Women
9307,rare,printed polyester square neck womens regular fit top - white,Size:Small,1499,599,60% off,Westernwear-Women
9308,ira soleil,solid chiffon round neck womens top - maroon,Size:Small,1698,2699,No Discount,Westernwear-Women
9309,faballey,womens basics grey striped knotted skater dress - grey,Size:Small,1800,900,50% off,Westernwear-Women
9310,madame,womens checks collared shirt - mint,Size:X-Large,1699,849,50% off,Westernwear-Women
9311,miss chase,solid raglan sleeves lace womens regular length jumpsuits - black mix,Size:X-Small,1698,2899,No Discount,Westernwear-Women
9312,cover story,regular fit cotton women women jeans - olive,Size:30,2490,1494,40% off,Westernwear-Women
9313,global desi,womens solid top - peach,"Size:Small,X-Small",1999,799,60% off,Westernwear-Women
9314,marie claire,solid cotton round neck womens top - orange,Size:Small,1399,699,50% off,Westernwear-Women
9315,marie claire,embroidered square neck cotton womens casual dress - yellow,Size:Large,2499,1124,55% off,Westernwear-Women
9316,is.u,printed round neck polyester blend womens regular fit dress - off white,"Size:Large,Medium,Small,X-Small",3890,1945,50% off,Westernwear-Women
9317,109f,womens round neck solid top - black,"Size:Large,Medium,Small,X-Large,X-Small",1698,1199,No Discount,Westernwear-Women
9318,lovegen,womens round neck graphic print t-shirt - turquoise,Size:Medium,999,399,60% off,Westernwear-Women
9319,samshek,solid round neck polyester womens regular dress - black,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large",2200,1540,30% off,Westernwear-Women
9320,sweet dreams,solid polyester blend regular fit womens track suit - smoke,Size:Small,3199,1599,50% off,Westernwear-Women
9321,alcis,womens slim fit solid capris - pink,"Size:Large,Medium,Small,X-Large",1698,999,No Discount,Westernwear-Women
9322,crimsoune club,skinny regular cotton womens jeans - blue,"Size:26,30,32,34",1999,999,50% off,Westernwear-Women
9323,reebok,solid regular fit polyester womens sports top - black,"Size:Large,Medium,Small,X-Large,X-Small",2699,1349,50% off,Westernwear-Women
9324,samshek,solid one shoulder polyester womens bodycon dress - burgundy,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large",2990,2093,30% off,Westernwear-Women
9325,zink london,solid round neck acrylic womens sweaters - grey,"Size:Large,Medium,X-Large",2799,1119,60% off,Westernwear-Women
9326,campus sutra,womens round neck 3/4th sleeves top - charcoal,"Size:Large,X-Large",1698,699,No Discount,Westernwear-Women
9327,campus sutra,womens long sleeves solid sweatshirt - denim,"Size:Small,X-Large",1698,1399,No Discount,Westernwear-Women
9328,109f,womens collared checked tunic - green,"Size:Large,Small,X-Large",1698,1999,No Discount,Westernwear-Women
9329,magre,printed satin regular fit womens festive skirt - brown,"Size:Medium,Small,X-Small",1990,895,55% off,Westernwear-Women
9330,iti,womens flowy ruffle top - red,"Size:Medium,X-Large,X-Small",1698,1799,No Discount,Westernwear-Women
9331,vero moda,printed cotton round neck womens t-shirt - orange,"Size:Large,Medium,Small,X-Large,X-Small",1599,1119,30% off,Westernwear-Women
9333,janasya,solid round neck cotton flex regular fit womens night suit - turquoise,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1799,809,55% off,Westernwear-Women
9334,magre,solid denim regular fit womens shorts - dark blue,"Size:Medium,Small,X-Small",1990,895,55% off,Westernwear-Women
9335,crimsoune club,womens blue solid shorts - blue,"Size:26,28,30,32,34,36",1699,1019,40% off,Westernwear-Women
9336,vero moda,solid cotton round neck womens casual shirt - yellow,"Size:Large,Medium,Small,X-Large,X-Small",3299,2309,30% off,Westernwear-Women
9337,soie,soft cotton regular fit womens sleep t-shirt - blue,"Size:Large,Medium,Small,X-Large,XX-Large",590,442,25% off,Westernwear-Women
9338,magre,printed polyester v neck womens top - grey,"Size:Large,Medium,Small,X-Small",1790,1163,35% off,Westernwear-Women
9339,campus sutra,womens solid high neck jacket - black,"Size:Large,Medium,X-Large",1698,2699,No Discount,Westernwear-Women
9340,stop,textured spread collar polyester womens coat - brown,"Size:Large,Medium,Small,X-Large",2999,1499,50% off,Westernwear-Women
9341,puma,polyester round neck womens athleisure top - black,"Size:Large,Medium,Small,X-Large,X-Small",1698,2499,No Discount,Westernwear-Women
9342,iti,solid georgette v neck womens dress - dark green,"Size:Large,Medium,Small,X-Large,X-Small",1698,3599,No Discount,Westernwear-Women
9343,spykar,printed cotton round neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large",1099,769,30% off,Westernwear-Women
9344,campus sutra,solid crepe off shoulder womens top skirt set - pink,"Size:Large,Medium,Small,X-Large",1698,1999,No Discount,Westernwear-Women
9345,crimsoune club,printed lyocell y neck womens top - pink,"Size:Large,Medium,Small,XX-Large",1299,1169,10% off,Westernwear-Women
9346,dolce crudo,womens regular fit against all odds denim jeans black - black,"Size:26,28,30,32,34",2299,919,60% off,Westernwear-Women
9347,gipsy,striped round neck cotton womens fit and flare dress - black,"Size:Large,Small,X-Large",1698,2495,No Discount,Westernwear-Women
9348,samshek,solid polyester square neck womens regular top - maroon,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large",1990,1393,30% off,Westernwear-Women
9349,marie claire,solid polyester mandarin womens jacket - khaki,"Size:Large,Medium,Small,X-Large",3499,1399,60% off,Westernwear-Women
9350,life,regular fit ankle length polyester blend womens track pants - black,"Size:28,30,32,34,36",1199,599,50% off,Westernwear-Women
9351,samshek,solid cotton round neck womens regular top - black,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large",2790,2371,15% off,Westernwear-Women
9352,fratini,womens v neck printed top - off white,Size:Large,1698,799,No Discount,Westernwear-Women
9353,life,womens hooded neck camouflage jacket - navy,"Size:Large,Medium,X-Large",1698,3999,No Discount,Westernwear-Women
9354,crimsoune club,solid cotton blend high neck womens casual jacket - natural,"Size:Large,Medium,Small,X-Large,X-Small",1999,1599,20% off,Westernwear-Women
9356,adidas,cotton round neck womens dress - yellow,"Size:62,68,74,80,86,92,98,104",1698,2999,No Discount,Westernwear-Women
9357,vero moda,solid polyester round neck womens top - black,"Size:Large,Medium,Small,X-Large,X-Small",2599,1819,30% off,Westernwear-Women
9358,indya,womens printed a-line tunic - blue,"Size:Medium,Small,X-Small",2400,1200,50% off,Westernwear-Women
9359,fila,polyester womens tank - black,"Size:Large,Medium,Small",1698,1299,No Discount,Westernwear-Women
9360,dolce crudo,solid 100% cotton round neck womens sweatshirt - black,"Size:Large,Medium,Small,X-Large,X-Small",1899,759,60% off,Westernwear-Women
9361,life,solid polyester blend ankle length womens active wear tights - grey,"Size:28,30,32,34,36",1299,649,50% off,Westernwear-Women
9362,magre,floral polyester blend v neck womens dress - multi,"Size:Large,Medium,Small,X-Small",3790,1705,55% off,Westernwear-Women
9363,sera,womens regular fit solid high neck top - steel,"Size:Large,Small,X-Large",1094,547,50% off,Westernwear-Women
9364,puma,cotton mid rise tight fit womens athleisure tights - pink,"Size:Large,Medium,Small,X-Large,X-Small",2999,2099,30% off,Westernwear-Women
9365,crimsoune club,slim mid thigh cotton blend womens casual wear shorts - pink,"Size:28,30,32,34,36",1499,1049,30% off,Westernwear-Women
9366,vero moda,printed polyester round neck womens  t-shirts - lavender,"Size:Large,Medium,Small,X-Large,X-Small",1299,779,40% off,Westernwear-Women
9367,dolce crudo,regular sleeves cotton womens regular length dungarees - black,"Size:26,28,30,32,34",2799,1399,50% off,Westernwear-Women
9368,alcis,womens slim fit solid capris - black,"Size:Medium,Small",1698,999,No Discount,Westernwear-Women
9369,faballey,solid fleece round neck womens sweatshirt - green,"Size:Large,Medium,X-Large,X-Small",1800,900,50% off,Westernwear-Women
9371,magre,solid satin regular womens top - rust,"Size:Large,Medium,Small,X-Small",1590,795,50% off,Westernwear-Women
9372,samshek,printed boat neck satin womens regular dress - multi,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large",2890,2312,20% off,Westernwear-Women
9373,dolce crudo,regular skinny fit cotton womens casual pants - navy,"Size:26,28,30,32,34",2349,1057,55% off,Westernwear-Women
9374,reebok,solid regular fit polyester womens sports top - black,"Size:Large,Medium,Small,X-Large,X-Small",3499,1749,50% off,Westernwear-Women
9375,spykar,solid cotton v neck womens casual wear shirt - ice blue,"Size:Large,Medium,Small,X-Large",1899,1329,30% off,Westernwear-Women
9376,crimsoune club,womens super skinny fit solid jeans - blue,"Size:26,28,32,34",1899,949,50% off,Westernwear-Women
9377,samshek,printed polyester round neck womens regular top - black,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large",2090,1881,10% off,Westernwear-Women
9378,crimsoune club,color block cotton collar neck womens casual shirt - natural,"Size:Large,Medium,Small,X-Large,X-Small",2299,1839,20% off,Westernwear-Women
9379,alcis,womens slim fit textured t-shirt - olive,Size:Medium,1698,899,No Discount,Westernwear-Women
9380,109f,womens textured casual top - blue,"Size:Large,Medium,Small,X-Large",1698,1199,No Discount,Westernwear-Women
9381,samshek,solid round neck polyester womens regular dress - white,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large",2200,1540,30% off,Westernwear-Women
9382,global desi,geometric shirt collar womens top - natural,"Size:XL,Large,Medium,Small,X-Small",1699,849,50% off,Westernwear-Women
9383,magre,floral polyester blend sweetheart neck womens top - green,"Size:Large,Small,X-Small",1890,850,55% off,Westernwear-Women
9384,life,womens hooded neck graphic print sweatshirt - olive,"Size:Large,Medium,Small,X-Large,X-Small",1698,1049,No Discount,Westernwear-Women
9385,vero moda,textured cotton one shoulder womens top - natural,"Size:Large,Medium,Small,X-Small",1999,1199,40% off,Westernwear-Women
9386,faballey,womens black grid print belted top - black,Size:X-Small,1500,750,50% off,Westernwear-Women
9387,crimsoune club,womens slim fit printed top - pink,"Size:Large,Medium,Small,X-Large",1599,1119,30% off,Westernwear-Women
9388,samshek,solid round neck crepe womens regular dress - red,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large",2990,2392,20% off,Westernwear-Women
9389,109f,solid rayon round neck womens top - yellow,"Size:Large,X-Large",1698,1499,No Discount,Westernwear-Women
9390,enamor,cotton blend compression fit womens active wear track pants - olive bleached,"Size:XL,Large,Medium,Small",1698,1599,No Discount,Westernwear-Women
9391,dolce crudo,regular sleeves cotton womens mini length dungarees - light blue,"Size:26,28,30,32,34",2599,1039,60% off,Westernwear-Women
9392,crimsoune club,solid cotton blend slim fit womens casual trousers - natural,"Size:26,28,30,32",3499,2799,20% off,Westernwear-Women
9393,puma,polyester mid rise tight fit womens athleisure tights - blue,"Size:Large,Medium,Small,X-Large,X-Small",3999,2799,30% off,Westernwear-Women
9394,stop,textured round neck acrylic womens sweater - coral,"Size:Large,Medium,Small,X-Large,XX-Large",1999,999,50% off,Westernwear-Women
9396,dolce crudo,womens slow down high waist camo twill treggings - black,"Size:Large,Medium,Small,X-Large,X-Small",2249,1012,55% off,Westernwear-Women
9397,de moza,skinny fit ankle length length cotton womens leggings - black,"Size:Large,Medium,XX-Large",1698,1499,No Discount,Westernwear-Women
9398,zink london,solid cotton v neck womens top - yellow,"Size:Large,Medium,Small,X-Large",1499,899,40% off,Westernwear-Women
9399,dolce crudo,solid v neck fleece and rib womens casual wear jacket - maroon,"Size:Large,Medium,Small,X-Small",3199,1279,60% off,Westernwear-Women
9400,allen solly tribe,regular fit regular length cotton womens leggings - navy,"Size:28,30,32,34",1698,1299,No Discount,Westernwear-Women
9401,reebok,solid regular fit polyester womens sports top - black,"Size:Large,Medium,Small,X-Large,X-Small",3299,1649,50% off,Westernwear-Women
9402,jockey,womens t-shirt - lime green,No Size,1698,749,No Discount,Westernwear-Women
9403,only,placement print cotton round neck womens t-shirt - green,"Size:Large,Medium,Small,X-Large,X-Small",1799,1079,40% off,Westernwear-Women
9404,campus sutra,solid regular fit cotton womens track pants - charcoal,"Size:Large,Medium,Small,X-Large",1698,1799,No Discount,Westernwear-Women
9405,dolce crudo,solid fleece and rib round neck womens sweatshirt - mustard,"Size:Large,Medium,Small,X-Large,X-Small",2449,979,60% off,Westernwear-Women
9406,crimsoune club,womens blue solid denim - blue,"Size:26,32,34,36",2199,1099,50% off,Westernwear-Women
9408,dolce crudo,solid loopknit and rib collar neck womens sweatshirt - black,"Size:Large,Medium,Small,X-Large,X-Small",2449,979,60% off,Westernwear-Women
9409,puma,printed nylon crew neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small",2299,1609,30% off,Westernwear-Women
9410,is.u,solid polyester round neck womens regular fit top - red,"Size:Large,Medium,Small,X-Large,XX-Large",1990,696,65% off,Westernwear-Women
9411,indya,printed georgette collar neck womens regular top - pink,"Size:Large,Medium,Small,X-Large,X-Small",1400,1120,20% off,Westernwear-Women
9412,vero moda,printed cotton square neck womens  tops - natural,"Size:Large,Medium,Small,X-Large,X-Small",2599,1819,30% off,Westernwear-Women
9413,spykar,solid cotton v neck womens t-shirt - olive,"Size:Large,Medium,Small,X-Large",1099,769,30% off,Westernwear-Women
9414,lovegen,womens round neck graphic print t-shirt - grey,"Size:Medium,X-Small",1099,439,60% off,Westernwear-Women
9415,adidas,printed cotton v neck womens dress - ltgrey,"Size:62,68,74,80,86,92",1698,3599,No Discount,Westernwear-Women
9416,109f,womens round neck embroidered top - coral,Size:Small,1399,559,60% off,Westernwear-Women
9417,emblaze,solid round neck viscose womens dress - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1698,2400,No Discount,Westernwear-Women
9418,vero moda,printed viscose normal fit womens casual pants - black,"Size:Large,Medium,Small,X-Large,X-Small",2999,2099,30% off,Westernwear-Women
9419,proline,cotton round neck womens t-shirt - blue,"Size:Large,Medium,Small,X-Large",899,449,50% off,Westernwear-Women
9420,lovegen,womens printed skirt - print,"Size:Medium,Small",1299,649,50% off,Westernwear-Women
9421,stop,regular fit full length acrylic womens palazzos - black,"Size:Large/X-Large,Small/Medium",1499,749,50% off,Westernwear-Women
9422,iti,solid georgette v neck womens dress - mustard,"Size:Large,Medium,X-Large",1698,3599,No Discount,Westernwear-Women
9423,madame,womens solid casual shirt - peach,"Size:X-Large,XX-Large",2199,1099,50% off,Westernwear-Women
9424,van heusen,printed polyester asymmetric womens top - navy,"Size:Large,Medium,Small,X-Large,X-Small",1698,2199,No Discount,Westernwear-Women
9425,campus sutra,womens denim slim jeans - blue,"Size:26,28,30",1698,1899,No Discount,Westernwear-Women
9426,allen solly tribe,solid cotton round neck womens active wear t-shirt - black,"Size:Large,Medium,Small,X-Large",1698,999,No Discount,Westernwear-Women
9427,crimsoune club,printed lyocell round neck womens top - orange,"Size:Large,Medium,Small,X-Large,XX-Large",1399,839,40% off,Westernwear-Women
9428,and,solid cotton round neck womens regular dress - navy,"Size:8,10,12,14,16,18",1698,2999,No Discount,Westernwear-Women
9429,crimsoune club,skinny ankle length cotton blend womens jeans - black,"Size:28,30,32,34,36",2399,2159,10% off,Westernwear-Women
9430,crimsoune club,skinny ankle length cotton blend womens jeans - grey,"Size:26,28,34,36",2299,1839,20% off,Westernwear-Women
9432,magre,floral polyester blend regular fit womens shorts - grey,"Size:Large,Medium,Small,X-Small",1990,895,55% off,Westernwear-Women
9433,gipsy,womens round neck floral print shift dress - white,"Size:Large,Medium,Small,X-Large",2795,1956,30% off,Westernwear-Women
9434,puma,polyester round neck womens athleisure top - black,"Size:Large,Medium,Small,X-Large,X-Small",2999,2099,30% off,Westernwear-Women
9435,fratini,solid regular neck acrylic womens cardigan - pink,"Size:Large,Medium,Small,X-Large,X-Small",1499,749,50% off,Westernwear-Women
9436,puma,nylon mid rise regular fit womens athleisure tights - black,"Size:Large,Medium,Small,X-Large,X-Small",6999,4899,30% off,Westernwear-Women
9437,puma,printed cotton regular fit womens casual wear track pants - red,"Size:Large,Medium,Small,X-Large,X-Small",2799,1959,30% off,Westernwear-Women
9438,de moza,solid cotton regular fit womens joggers - indigo,"Size:Large,Medium,X-Large,XX-Large",1698,1499,No Discount,Westernwear-Women
9439,only,washed long sleeves cotton womens regular jacket - natural,"Size:34,36,38,40,42",3999,3199,20% off,Westernwear-Women
9440,van heusen,rayon regular fit womens active wear leggings - charcoal,"Size:Large,Medium,Small,X-Large",1698,1399,No Discount,Westernwear-Women
9441,enamor,womens round neck solid top - shocking pink,"Size:Large,Small",1699,1189,30% off,Westernwear-Women
9442,crimsoune club,stripes collared lyocell womens dresses - yellow,"Size:Large,Medium,Small,X-Large",1799,1259,30% off,Westernwear-Women
9443,vero moda,stripes round neck viscose womens  dresses - green,"Size:Large,Medium,Small,X-Large,X-Small",2999,1799,40% off,Westernwear-Women
9444,iti,solid georgette boat neck womens dress - plum,"Size:Medium,Small,X-Small",1698,1799,No Discount,Westernwear-Women
9445,109f,solid viscose round neck womens regular fit top - yellow,"Size:Large,Medium,Small,X-Large,XX-Large",1698,1299,No Discount,Westernwear-Women
9446,is.u,floral polyester one shoulder womens regular fit top - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1890,945,50% off,Westernwear-Women
9447,faballey,floral georgette square neck womens top - orange,"Size:Large,Medium,Small,X-Large,X-Small",1300,1040,20% off,Westernwear-Women
9448,crimsoune club,printed cotton round neck womens t-shirt - natural,"Size:Medium,Small,X-Large,XX-Large",999,499,50% off,Westernwear-Women
9449,crimsoune club,printed lyocell collar neck womens shirt dress - natural,"Size:Large,Medium,Small,X-Large,X-Small",3499,2799,20% off,Westernwear-Women
9450,global desi,geometric full sleeves viscose womens full length jumpsuit - pink mix,"Size:XL,Large,Small,X-Small",2499,1624,35% off,Westernwear-Women
9451,and,solid loose fit polyester womens workwear pants - black,"Size:26,28,34,36",1698,2499,No Discount,Westernwear-Women
9452,vero moda,solid cotton off shoulder womens top - purple,"Size:Large,Medium,Small,X-Large,X-Small",2599,1819,30% off,Westernwear-Women
9453,mystere paris,activewear/nightwear womens t-shirt - blue,"Size:Large,Medium,Small,X-Large,XX-Large",599,359,40% off,Westernwear-Women
9454,latin quarters,solid polyester stretch cowl neck womens regular knit top - green,"Size:S,M,L,XL,X-Small",1399,699,50% off,Westernwear-Women
9455,dolce crudo,womens i will survive denim jacket - black,"Size:Medium,Small,X-Large,X-Small",3999,1599,60% off,Westernwear-Women
9456,adidas,solid polyester round neck womens t-shirt - red,"Size:Large,Small,X-Large",1799,1259,30% off,Westernwear-Women
9457,rare,striped v-neck polyester womens jumpsuit dress - maroon,"Size:Large,Medium,X-Large",2099,944,55% off,Westernwear-Women
9458,miss chase,solid round neck loopknit single jersey womens casual jacket - multi,"Size:Large,Medium,Small,X-Large,X-Small",1698,2899,No Discount,Westernwear-Women
9459,miss chase,solid round neck cotton womens regular fit dress - maroon,"Size:Large,Medium,Small,X-Large,X-Small",1698,1299,No Discount,Westernwear-Women
9460,miss chase,solid loopknit and rib round neck womens sweatshirt - olive,"Size:Large,Medium,Small,X-Large,X-Small",1698,2399,No Discount,Westernwear-Women
9461,rare,striped regular fit polyester womens casual shorts - navy,"Size:28,30,32,34",1499,674,55% off,Westernwear-Women
9462,miss chase,womens regular fit shorts - blue,"Size:26,28,30,32,34",1698,1799,No Discount,Westernwear-Women
9463,miss chase,womens skinny fit clean look jeans - black,"Size:26,28,32",1698,1899,No Discount,Westernwear-Women
9464,miss chase,solid v neck fleece and rib womens casual jacket - black,"Size:Large,Medium,Small,X-Small",1698,2999,No Discount,Westernwear-Women
9465,miss chase,womens regular fit printed top - multi,"Size:Large,Medium,Small,X-Large,X-Small",1698,1649,No Discount,Westernwear-Women
9466,miss chase,womens skinny fit clean look jeans - blue,"Size:26,28,30,32,34",1698,1949,No Discount,Westernwear-Women
9467,zink london,acrylic blend women sweaters - ltgrey,"Size:Large,Medium,X-Large",2799,1119,60% off,Westernwear-Women
9468,sera,solid cotton blend v-neck womens blouson top - burgundy,Size:X-Large,1294,647,50% off,Westernwear-Women
9469,sera,floral collar neck polyester womens a-line dress - white,"Size:Medium,X-Large",1998,999,50% off,Westernwear-Women
9470,enamor,cotton blend womens active wear track pants - thistle,"Size:XL,Large,Medium,Small,XX-Large",1699,1189,30% off,Westernwear-Women
9471,allen solly,solid v-neck polyester womens sheath dress - olive,"Size:X-Small,XXX-Large",2999,1799,40% off,Westernwear-Women
9472,faballey,stripes georgette collared womens shirt dress - red,Size:Small,1850,925,50% off,Westernwear-Women
9473,dolce crudo,womens regular fit rock bottom denim jeans black - black,Size:26,2199,879,60% off,Westernwear-Women
9474,crimsoune club,solid cotton blend womens jumpsuits - blue,"Size:Large,Medium",2499,1249,50% off,Westernwear-Women
9475,kraus,printed rayon round neck womens regular tops - off white,Size:Medium,1199,599,50% off,Westernwear-Women
9476,kraus,skinny fit ankle length cotton blend womens jeans - dark blue,"Size:28,32",1895,947,50% off,Westernwear-Women
9477,109f,womens solid casual shirt - natural,Size:X-Large,1699,679,60% off,Westernwear-Women
9478,crimsoune club,womens orange printed top - orange,"Size:Medium,Small",1499,899,40% off,Westernwear-Women
9479,indya,foil print georgette womens ethnic jacket - yellow,"Size:X-Large,XX-Large",1800,900,50% off,Westernwear-Women
9480,monte carlo,embossed blend poly fashion neck womens sweatshirt - pink,Size:38,1698,2195,No Discount,Westernwear-Women
9481,janasya,floral collared neck cotton regular fit womens night suit - grey,"Size:X-Large,X-Small,XX-Large",1999,799,60% off,Westernwear-Women
9482,global desi,solid viscose rayon round neck womens straight top - red,Size:Small,1599,959,40% off,Westernwear-Women
9483,sera,printed polyester round neck womens top - red,"Size:Medium,X-Large",1298,649,50% off,Westernwear-Women
9484,and,stripes collar neck polyester women flared dress - blue,Size:16,3499,2449,30% off,Westernwear-Women
9485,crimsoune club,checks lyocell collared womens shirt - green,"Size:Large,Medium",1698,1499,No Discount,Westernwear-Women
9486,varanga,maroon and gold floral block printed tunic with 3/4th sleeves - maroon,Size:XX-Large,1599,639,60% off,Westernwear-Women
9487,faballey,floral v neck georgette womens flared dress - black,Size:Large,1950,975,50% off,Westernwear-Women
9488,magre,polka dots satin cowl neck womens dress - brown,"Size:Medium,Small",3190,1754,45% off,Westernwear-Women
9489,faballey,solid square neck georgette womens a-line dress - purple,Size:X-Small,1950,975,50% off,Westernwear-Women
9490,indya,printed georgette off shoulder womens regular top - pink,"Size:Large,Medium",1600,800,50% off,Westernwear-Women
9491,109f,womens round neck lace top - birch,Size:Medium,1599,639,60% off,Westernwear-Women
9492,emblaze,womens self textured fit and flare dress - orange,"Size:Large,Medium,Small",1698,2600,No Discount,Westernwear-Women
9493,and,solid polyester y neck womens top - black,Size:16,1899,1709,10% off,Westernwear-Women
9494,duke,geometric collar neck wool blend womens pullover - natural,Size:Small,1698,3595,No Discount,Westernwear-Women
9495,faballey,printed round neck georgette womens regular top - blue,Size:Medium,1400,700,50% off,Westernwear-Women
9496,zink london,stripes polyester regular fit womens dress - black,"Size:Medium,Small",2499,899,64% off,Westernwear-Women
9497,is.u,womens love black high waist treggings - black,Size:Large,1990,995,50% off,Westernwear-Women
9498,crimsoune club,womens super skinny fit solid jeans - blue,"Size:30,34",1999,999,50% off,Westernwear-Women
9499,allen solly,solid cotton round neck womens regular fit top - white,Size:X-Small,2499,1499,40% off,Westernwear-Women
9500,vero moda,womens round neck printed top - snow,Size:Medium,1698,999,No Discount,Westernwear-Women
9501,kraus,super skinny fit ankle length cotton womens jeans - blue,Size:32,1895,947,50% off,Westernwear-Women
9502,kraus,solid round neck cotton blend womens regular top - peach,Size:Medium,1399,979,30% off,Westernwear-Women
9503,sera,womens regular fit embellished round neck sweatshirt - black,"Size:Medium,Small",1899,759,60% off,Westernwear-Women
9504,latin quarters,solid boat neck polyester womens regular fit dress - black,"Size:S,M",2899,1449,50% off,Westernwear-Women
9505,dolce crudo,womens retro high waist treggings - navy,"Size:Small,X-Small",2299,1149,50% off,Westernwear-Women
