,BrandName,Details,Sizes,MRP,SellPrice,Discount,Category
9506,faballey,womens wine polka shift dress with belt - purple,Size:Small,1800,900,50% off,Westernwear-Women
9507,faballey,solid sweetheart neck polyester blend womens a-line dress - purple,Size:Medium,2100,1050,50% off,Westernwear-Women
9508,gipsy,solid polyester round neck womens top - blue,Size:XX-Large,1698,1495,No Discount,Westernwear-Women
9509,kraus,skinny fit ankle length cotton womens jeans - mid blue,"Size:28,30",1995,997,50% off,Westernwear-Women
9510,and,polka dots viscose square neck womens cropped top - blue mix light,"Size:8,10,12",1699,1189,30% off,Westernwear-Women
9511,kraus,solid rayon blend wide fit womens casual pants - baby pink,Size:30,1695,847,50% off,Westernwear-Women
9512,dolce crudo,womens journal secrets crop treggings - natural,Size:X-Small,2049,922,55% off,Westernwear-Women
9513,kraus,solid collared rayon womens regular fit top - olive,Size:Small,1499,749,50% off,Westernwear-Women
9514,pepe,skinny-high women jeans - green,Size:26,2799,1679,40% off,Westernwear-Women
9515,faballey,solid collar neck synthetic leather womens casual wear jacket - blue,Size:Medium,3200,1600,50% off,Westernwear-Women
9516,crimsoune club,stripes lyocell collared womens top - pink,"Size:Large,X-Large",1399,839,40% off,Westernwear-Women
9517,enamor,cotton blend womens active wear track pants - olive,"Size:XL,Large,Medium,Small,XX-Large",1049,734,30% off,Westernwear-Women
9518,faballey,stripes georgette v neck womens casual shirt - red,"Size:Small,X-Small",1500,750,50% off,Westernwear-Women
9519,enamor,womens length high waisted contour leggings with sporty side stripe - pale peach,Size:Medium,1698,799,No Discount,Westernwear-Women
9520,crimsoune club,checks lyocell collared womens shirt - black,"Size:Large,Medium",1499,1349,10% off,Westernwear-Women
9521,faballey,solid cotton square neck womens regular top - red,Size:Medium,1400,700,50% off,Westernwear-Women
9522,adidas,solid polyester round neck womens regular fit t-shirt - white,Size:Large,2499,1249,50% off,Westernwear-Women
9523,global desi,solid tie-up neck viscose rayon womens flared dress - coral,"Size:XL,Small,X-Small",2699,1349,50% off,Westernwear-Women
9524,iti,womens mustard tie-up top - yellow,Size:X-Small,1698,1699,No Discount,Westernwear-Women
9525,enamor,cotton blend womens active wear track pants - dark olive,"Size:XL,Large,Medium,Small,XX-Large",1049,734,30% off,Westernwear-Women
9526,global desi,striped cotton mandarin collar womens straight top - blue,"Size:Small,X-Small",1999,1199,40% off,Westernwear-Women
9527,crimsoune club,slim fit thigh length cotton womens casual shorts - green,Size:Small,1399,1119,20% off,Westernwear-Women
9528,zink london,printed polyester v neck womens casual wear dresses - yellow,"Size:Large,Medium",2299,919,60% off,Westernwear-Women
9529,crimsoune club,womens super skinny fit solid jeans - blue,Size:30,1799,1079,40% off,Westernwear-Women
9530,madame,solid cotton round neck womens regular top - peach,"Size:Large,Medium,XX-Large",1698,999,No Discount,Westernwear-Women
9531,latin quarters,solid polyester stretch collar neck womens casual jacket - rust,"Size:S,M,L",5499,3849,30% off,Westernwear-Women
9532,latin quarters,solid cotton round neck womens sweater - pink,"Size:S,M,L,X-Small",1999,999,50% off,Westernwear-Women
9533,and,solid rayon round neck women peplum top - black,"Size:8,10",2099,1469,30% off,Westernwear-Women
9534,rare,solid polyester square neck womens regular fit top - green,Size:Large,1499,599,60% off,Westernwear-Women
9535,miss chase,womens regular fit solid jacket - navy,Size:X-Small,1698,2399,No Discount,Westernwear-Women
9536,marie claire,printed shirt collar polyester womens casual dress - blue,Size:Small,2399,1199,50% off,Westernwear-Women
9537,varanga,womens maroon and gold floral block printed tunic - maroon,Size:XX-Large,1599,719,55% off,Westernwear-Women
9538,marie claire,solid mandarin neck suede womens casual jacket - black,"Size:Large,Medium",3799,1899,50% off,Westernwear-Women
9539,altlife,printed polyester regular neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1698,799,No Discount,Westernwear-Women
9540,crimsoune club,solid cotton blend round neck womens t-shirt - black,"Size:Medium,Small,X-Large,XX-Large",799,559,30% off,Westernwear-Women
9541,dolce crudo,skinny fit crop length cotton womens jeans - blue,"Size:26,28,30,32,34",3999,1999,50% off,Westernwear-Women
9542,life,solid regular neck polyester womens winter wear jacket - black,"Size:Large,Medium,Small,X-Small",1999,999,50% off,Westernwear-Women
9543,crimsoune club,printed lyocell round neck womens top - white,"Size:Large,X-Large",1399,979,30% off,Westernwear-Women
9544,faballey,solid viscose collared womens buttoned coat - grey,Size:X-Small,3800,1900,50% off,Westernwear-Women
9545,gipsy,solid crepe round neck womens regular fit top - blue,"Size:Large,Medium,Small,XX-Large",1795,897,50% off,Westernwear-Women
9546,campus sutra,printed cotton round neck womens top - green,"Size:Medium,Small,X-Large",1698,999,No Discount,Westernwear-Women
9547,indya,womens printed a-line tunic - green,"Size:Large,Small,X-Small",1900,950,50% off,Westernwear-Women
9548,life,womens 2 pocket slub pants - olive,Size:Large,1698,1299,No Discount,Westernwear-Women
9549,global desi,floral viscose mandarin collar women's top - pink,"Size:Medium,Small,X-Small",1499,899,40% off,Westernwear-Women
9550,global desi,solid collar womens tunic - navy,"Size:Large,Medium,Small,X-Small,XX-Large",1698,1699,No Discount,Westernwear-Women
9551,spykar,printed cotton round neck womens regular t-shirt - sky blue,"Size:Large,Medium,Small,X-Large",999,699,30% off,Westernwear-Women
9552,faballey,stripes sleeveless velvet womens above knee jumpsuits - blue,"Size:Large,Medium,Small,X-Large,X-Small",2100,1050,50% off,Westernwear-Women
9553,crimsoune club,stripes lyocell round neck womens top - green,"Size:Large,Medium,Small,X-Large,XX-Large",1299,779,40% off,Westernwear-Women
9555,vero moda,solid cotton v neck womens jacket - green,"Size:Large,Medium,Small,X-Large,X-Small",2999,2399,20% off,Westernwear-Women
9556,crimsoune club,printed round neck lyocell womens jumpsuits - white,"Size:Large,Medium,X-Large",1999,1399,30% off,Westernwear-Women
9557,gipsy,regular fit nr knit womens jeggings - wine,"Size:30,32",1698,1595,No Discount,Westernwear-Women
9558,iti,solid georgette v neck womens top - pink,Size:Small,1698,1499,No Discount,Westernwear-Women
9559,campus sutra,womens knit regular fit top - green,"Size:Small,X-Large",1698,999,No Discount,Westernwear-Women
9560,and,solid v-neck womens a-line dress - peach,"Size:8,10,12",2299,1149,50% off,Westernwear-Women
9561,faballey,printed square neck georgette womens straight fit dress - black,"Size:Large,Medium,Small,X-Large,X-Small",2200,1100,50% off,Westernwear-Women
9562,zink london,womens printed key hole neck a-line skater dress - navy,"Size:Small,X-Small",2399,959,60% off,Westernwear-Women
9563,crimsoune club,womens slim fit solid top - grey,"Size:Large,Medium,Small,X-Large,XX-Large",1499,749,50% off,Westernwear-Women
9564,is.u,womens short sleeves ribbed white top - white,"Size:X-Large,XX-Large",1590,795,50% off,Westernwear-Women
9565,crimsoune club,womens slim fit solid pants - grey,"Size:Medium,X-Large,XX-Large",1899,949,50% off,Westernwear-Women
9566,109f,printed round neck rayon womens top - black,"Size:Medium,Small,X-Large",1698,1699,No Discount,Westernwear-Women
9567,campus sutra,womens colour blocked hooded jacket - blue,"Size:Large,Medium,Small,X-Large",1698,1599,No Discount,Westernwear-Women
9568,crimsoune club,womens slim fit printed t-shirt - red,"Size:Large,Medium,Small,X-Large",1099,769,30% off,Westernwear-Women
9569,spykar,printed cotton round neck womens t-shirt - red,"Size:Large,Medium,Small,X-Large",1199,839,30% off,Westernwear-Women
9570,fila,cotton round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large",1698,1599,No Discount,Westernwear-Women
9571,and,solid cotton skinny fit womens fusion trousers - mid blue,"Size:26,28,30,32,34,36",1698,2699,No Discount,Westernwear-Women
9572,faballey,solid round neck fleece womens mini dress - green,Size:Large,2200,1100,50% off,Westernwear-Women
9573,faballey,solid polyester blend collared womens zipper jacket - green,Size:Small,2600,1300,50% off,Westernwear-Women
9574,campus sutra,womens knit regular fit t-shirt - pink,"Size:Medium,Small",1698,999,No Discount,Westernwear-Women
9575,dolce crudo,solid shawl collar poly moss crepe womens relaxed jumpsuits - purple,"Size:Large,Small,X-Large,X-Small",2949,1474,50% off,Westernwear-Women
9576,spykar,printed cotton round neck womens regular t-shirt - lilac,"Size:Large,Medium,Small,X-Large,XX-Large",1099,769,30% off,Westernwear-Women
9577,only,printed cotton round neck womens t-shirt - yellow,"Size:Large,Medium,Small,X-Large,X-Small",1999,1199,40% off,Westernwear-Women
9578,stop,womens textured knee length winter wear tunic - pink,"Size:Large,Medium,Small,X-Large,XX-Large",1499,749,50% off,Westernwear-Women
9579,magre,solid satin regular womens top - lavender,"Size:Large,Medium,Small,X-Small",1990,895,55% off,Westernwear-Women
9580,crimsoune club,printed polyester blend round neck womens t-shirt - natural,"Size:Large,Medium,X-Large",999,499,50% off,Westernwear-Women
9581,campus sutra,womens knit regular fit shirt - royal blue,"Size:Large,Medium,Small,X-Large",1698,1399,No Discount,Westernwear-Women
9582,dolce crudo,skinny fit crop denim womens jeans - black,"Size:26,28,30,32,34",4149,1659,60% off,Westernwear-Women
9583,dolce crudo,skinny fit cropped length cotton polyester womens jeans - black,"Size:26,28,30,32",3995,1997,50% off,Westernwear-Women
9584,crimsoune club,solid slim cotton womens casual wear pants - natural,"Size:30,34,36",1899,1139,40% off,Westernwear-Women
9585,magre,stripes georgette v neck womens top - white,"Size:Large,Medium,Small,X-Small",1790,1163,35% off,Westernwear-Women
9586,109f,checks rayon mandarin womens top - black,"Size:X-Large,XX-Large",1698,1699,No Discount,Westernwear-Women
9587,109f,solid shirt collar regular fit womens casual shirt - olive,Size:X-Large,1698,1499,No Discount,Westernwear-Women
9588,crimsoune club,womens olive solid track pants - olive,"Size:Large,Medium,X-Large,XX-Large,XXX-Large",1499,1049,30% off,Westernwear-Women
9589,samshek,solid polyester round neck womens regular top - mustard,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large",1890,1701,10% off,Westernwear-Women
9590,campus sutra,womens solid sweatshirt - charcoal,"Size:Large,Medium,X-Large",1698,1799,No Discount,Westernwear-Women
9591,sera,womens regular fit checks round neck a-line dress - black,"Size:Medium,Small",1298,519,60% off,Westernwear-Women
9592,puma,polyester round neck womens athleisure top - black,"Size:Large,Medium,Small,X-Large",2499,1749,30% off,Westernwear-Women
9593,zink london,solid v-neck acrylic womens sweater - blue,"Size:Large,Medium",1899,759,60% off,Westernwear-Women
9594,latin quarters,dyed polyester round neck womens regular top - black,Size:S,1499,1049,30% off,Westernwear-Women
9595,puma,cotton mid rise relaxed fit womens athleisure pants - black,"Size:Large,Medium,Small,X-Large,X-Small",3999,2799,30% off,Westernwear-Women
9596,crimsoune club,color block cotton mandarin womens top - white,"Size:Large,Medium,Small,X-Large,X-Small",2499,1999,20% off,Westernwear-Women
9597,campus sutra,womens solid high neck jacket - grey,"Size:Large,Small,X-Large",1698,2099,No Discount,Westernwear-Women
9598,dolce crudo,solid v neck fleece and rib womens casual wear jacket - black,"Size:Large,Medium,Small,X-Small",3199,1279,60% off,Westernwear-Women
9599,faballey,stripes georgette womens regular top - red,Size:Small,1700,850,50% off,Westernwear-Women
9600,campus sutra,womens round neck full sleeve top - white,"Size:Large,Medium,Small,X-Large",1698,899,No Discount,Westernwear-Women
9601,faballey,printed georgette womens regular dress - green,"Size:Small,X-Small",2400,1200,50% off,Westernwear-Women
9602,109f,womens round neck solid top - black,Size:X-Small,1299,519,60% off,Westernwear-Women
9603,alcis,womens slim fit solid leggings - black,Size:Small,1698,1299,No Discount,Westernwear-Women
9604,crimsoune club,printed lyocell y neck womens top - natural,"Size:Large,Medium,Small,X-Large,XX-Large",1499,1049,30% off,Westernwear-Women
9605,109f,womens one shoulder solid top - blue,"Size:Small,X-Small",1698,1399,No Discount,Westernwear-Women
9606,faballey,floral halter neck georgette womens mini dress - blue,"Size:Large,Medium,Small,X-Large,X-Small",1800,1440,20% off,Westernwear-Women
9607,w,womens solid casual pants - blue,"Size:6,8,10,12,14,16,18",1698,999,No Discount,Westernwear-Women
9608,rukootina,solid round neck blended womens sweatshirt - lavender,Size:Large,1698,945,No Discount,Westernwear-Women
9609,crimsoune club,skinny ankle length cotton blend womens jeans - black,"Size:26,28,32,36",2299,1609,30% off,Westernwear-Women
9610,vero moda,checks viscose round neck womens shirt - navy,"Size:Large,Medium,Small,X-Large,X-Small",2799,1679,40% off,Westernwear-Women
9611,109f,womens round neck solid embroidered top - white,Size:Small,1399,559,60% off,Westernwear-Women
9612,crimsoune club,womens slim fit checks top - pink,"Size:Medium,Small",1299,649,50% off,Westernwear-Women
9614,faballey,printed square neck georgette womens straight fit midi dress - blue,"Size:Medium,Small,X-Small",2100,1050,50% off,Westernwear-Women
9616,iti,womens navy blue high low dress - blue,"Size:Large,Small,X-Small",1698,1999,No Discount,Westernwear-Women
9617,sera,solid collar neck cotton womens regular dress - pink,"Size:Small,X-Large",1998,999,50% off,Westernwear-Women
9618,iti,solid georgette mandarin womens dress - green,Size:X-Small,1698,1799,No Discount,Westernwear-Women
9619,campus sutra,womens round neck full sleeve top - white,"Size:Large,X-Large",1698,899,No Discount,Westernwear-Women
9620,lovegen,womens round neck graphic print sweatshirt - mustard,"Size:Large,X-Large",1299,909,30% off,Westernwear-Women
9621,campus sutra,womens hooded top - black,Size:X-Large,1698,899,No Discount,Westernwear-Women
9622,dolce crudo,skinny fit regular length cotton polyester womens jeans - blue,"Size:26,32",4099,1639,60% off,Westernwear-Women
9623,allen solly,solid polyester womens casual jacket - grey,"Size:X-Large,XX-Large",5499,3299,40% off,Westernwear-Women
9624,monte carlo,plain imported collar neck womens sweatshirt - wine,Size:36,1698,3395,No Discount,Westernwear-Women
9625,stop,solid regular neck acrylic womens pullover - mustard,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1499,749,50% off,Westernwear-Women
9626,pepe,striped rayon key hole neck womens top - multi,"Size:Large,Medium,Small,X-Large",1799,1079,40% off,Westernwear-Women
9627,ira soleil,floral taffeta round neck womens casual top - black,"Size:Medium,Small",1698,1699,No Discount,Westernwear-Women
9628,gipsy,solid hood polyester womens casual jacket - black,Size:X-Large,4395,3076,30% off,Westernwear-Women
9629,stop,womens round neck striped shift dress - sky blue,"Size:Large,Small,X-Large",1698,1999,No Discount,Westernwear-Women
9630,kraus,solid cotton collar neck womens casual shirt - dark blue,"Size:Large,Medium,Small,X-Small",1299,1169,10% off,Westernwear-Women
9631,crimsoune club,printed regular cotton womens casual wear pants - orange,"Size:Large,Medium,Small,X-Large",1199,839,30% off,Westernwear-Women
